"Days","Dims","Shape","Elements","Feats","Outputs","Misc","Model","Desc","Time Taken","MAE","RMSE","R2","Macro Acc","Bal Acc","Micro Acc","Precision","Recall","F1","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10"
"Experiment 1, SP500,10D",3,"(19547, 11, 92)",19547,"(11, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 768, Dropout: 0.5)",318.238120079041,0.7399,1.2532,0.7082,0.3493,0.8519,0.8556,0.8603,0.8863,0.8731,0.6621,0.7968,0.8406,0.8658,0.8778,0.8906,0.8974,0.902,0.9006,0.8856,0.7124,0.6749,0.6549,0.6959,0.727,0.7281,0.7422,0.7661,0.7968,0.9009
"Experiment 1, SP500,10D",3,"(19547, 11, 92)",19547,"(11, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 1024, Dropout: 0.25)",560.606099128723,0.6708,1.2309,0.7305,0.3802,0.8706,0.8734,0.8793,0.8971,0.8881,0.6769,0.8301,0.8642,0.8896,0.8946,0.9083,0.9153,0.914,0.9123,0.901,0.6631,0.5814,0.5955,0.6323,0.6577,0.6534,0.6646,0.6884,0.7373,0.8343
"Experiment 1, SP500,10D",3,"(19547, 11, 92)",19547,"(11, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 1024, Dropout: 0.5)",668.457968950272,0.989,1.6386,0.542,0.2787,0.7924,0.7976,0.8069,0.8395,0.8229,0.6026,0.7212,0.7741,0.8042,0.8192,0.8357,0.8396,0.8435,0.8449,0.839,0.7973,0.8665,0.8935,0.9245,0.9618,1.0063,1.0162,1.0651,1.1246,1.2341
"Experiment 1, SP500,10D",3,"(19547, 11, 92)",19547,"(11, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 64, Dropout: 0.25)",110.552515268326,0.8335,1.29,0.6948,0.3472,0.8262,0.8301,0.8383,0.8648,0.8513,0.6542,0.7374,0.7894,0.8349,0.8633,0.878,0.8826,0.8856,0.8739,0.8624,0.6848,0.8056,0.8147,0.7942,0.7909,0.8028,0.8058,0.8449,0.9308,1.061
"Experiment 1, SP500,10D",3,"(19547, 11, 92)",19547,"(11, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 64, Dropout: 0.5)",103.293932914734,0.9298,1.4211,0.6406,0.3323,0.8018,0.8073,0.813,0.8533,0.8326,0.6369,0.7098,0.7608,0.8065,0.8417,0.8507,0.8568,0.8592,0.8545,0.8411,0.7011,0.8699,0.921,0.91,0.8824,0.9005,0.9073,0.9629,1.0513,1.1915
"Experiment 1, SP500,10D",3,"(19547, 11, 92)",19547,"(11, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 96, Dropout: 0.25)",105.40783905983,0.7265,1.1364,0.751,0.3622,0.8503,0.8536,0.8601,0.8836,0.8716,0.6731,0.7738,0.8249,0.8664,0.8851,0.8976,0.903,0.9012,0.8937,0.8842,0.6739,0.713,0.6793,0.6709,0.6871,0.7011,0.6913,0.7206,0.7993,0.9289
"Experiment 1, SP500,10D",3,"(19547, 11, 92)",19547,"(11, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 96, Dropout: 0.5)",146.785545349121,0.7988,1.2407,0.7187,0.3526,0.8378,0.8411,0.8501,0.8706,0.8602,0.6698,0.7533,0.8077,0.8497,0.8717,0.8897,0.8872,0.8937,0.8868,0.8683,0.6755,0.7671,0.7675,0.7427,0.7395,0.7495,0.7706,0.8222,0.917,1.0362
"Experiment 1, SP500,10D",3,"(19547, 11, 92)",19547,"(11, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 128, Dropout: 0.25)",166.887392759323,0.6568,1.0849,0.7709,0.38,0.867,0.8694,0.8783,0.8907,0.8844,0.6943,0.804,0.8588,0.8827,0.8983,0.9059,0.9116,0.9128,0.9087,0.8931,0.6444,0.6261,0.5985,0.6061,0.6305,0.639,0.634,0.651,0.7075,0.8305
"Experiment 1, SP500,10D",3,"(19547, 11, 92)",19547,"(11, 92)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 128, Dropout: 0.5)",127.405978918076,0.7399,1.1492,0.7452,0.3659,0.8484,0.8516,0.859,0.8806,0.8696,0.6768,0.7764,0.8265,0.8611,0.8812,0.8917,0.9021,0.8932,0.8937,0.8808,0.6611,0.7221,0.699,0.6913,0.6963,0.7043,0.7101,0.7505,0.8227,0.9414
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 64, Dropout: 0.25)",70.8704173564911,1.0079,1.4895,0.5935,0.3247,0.7908,0.793,0.8197,0.8116,0.8156,0.6159,0.6783,0.7451,0.7897,0.8142,0.8346,0.8471,0.8598,0.8684,0.8547,0.7442,0.977,1.0372,1.0329,1.0406,1.0471,1.0216,1.0038,1.0451,1.1297
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 64, Dropout: 0.5)",113.507890224457,0.9982,1.47,0.601,0.3099,0.7902,0.7925,0.8185,0.813,0.8157,0.6011,0.6746,0.7373,0.7838,0.814,0.8295,0.8543,0.8738,0.8697,0.8639,0.7458,0.9746,1.0442,1.0411,1.0439,1.0421,1.0013,0.9695,1.0125,1.1069
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 96, Dropout: 0.25)",50.6333150863647,0.9624,1.444,0.6108,0.3175,0.8014,0.8031,0.8307,0.817,0.8238,0.6212,0.695,0.7567,0.806,0.8282,0.8411,0.8509,0.8748,0.8741,0.8664,0.743,0.9566,0.9978,0.9839,0.993,0.9932,0.9758,0.9425,0.972,1.0664
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 96, Dropout: 0.5)",38.8657429218292,0.9462,1.4204,0.6205,0.3237,0.8065,0.8093,0.8307,0.8311,0.8309,0.6172,0.6939,0.7569,0.8056,0.8361,0.8523,0.8743,0.8842,0.878,0.8669,0.7387,0.9563,0.9955,0.9601,0.957,0.9717,0.9449,0.9219,0.9603,1.0551
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 128, Dropout: 0.25)",73.7631669044495,0.9258,1.3877,0.6292,0.3146,0.8089,0.8107,0.8358,0.8269,0.8313,0.6063,0.6939,0.7688,0.8148,0.8389,0.8551,0.8718,0.891,0.8777,0.8704,0.7595,0.9632,0.9787,0.9422,0.9173,0.9209,0.9123,0.8932,0.935,1.0354
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 128, Dropout: 0.5)",103.36908364296,0.9116,1.3607,0.6425,0.3132,0.8083,0.8111,0.8319,0.8333,0.8326,0.6132,0.6868,0.7586,0.8087,0.8371,0.8597,0.8766,0.8843,0.8818,0.8768,0.7441,0.9421,0.9677,0.9303,0.9137,0.9228,0.8932,0.8776,0.9187,1.0057
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 192, Dropout: 0.25)",119.490042924881,0.8903,1.3323,0.6484,0.3103,0.8169,0.8192,0.8409,0.8374,0.8391,0.6143,0.7032,0.7796,0.8334,0.8529,0.8655,0.8735,0.8853,0.882,0.8793,0.7714,0.9503,0.924,0.8624,0.8606,0.8648,0.8703,0.872,0.9179,1.0088
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 192, Dropout: 0.5)",125.568786859512,0.8796,1.3261,0.6487,0.3142,0.8187,0.8207,0.8431,0.8372,0.8401,0.6229,0.6987,0.7727,0.8291,0.8551,0.8639,0.8774,0.8918,0.8912,0.884,0.7618,0.9447,0.9327,0.8797,0.855,0.8697,0.8628,0.8402,0.8749,0.9747
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 256, Dropout: 0.25)",70.2783527374268,0.8543,1.2923,0.6679,0.3212,0.824,0.8258,0.8483,0.8406,0.8444,0.6186,0.7156,0.7956,0.8379,0.857,0.8673,0.8769,0.8952,0.8939,0.8815,0.7644,0.9122,0.876,0.8209,0.8246,0.8297,0.8402,0.8465,0.8719,0.9568
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 256, Dropout: 0.5)",92.7674543857575,0.8502,1.2734,0.6759,0.3157,0.8221,0.8245,0.8442,0.8431,0.8436,0.6075,0.711,0.7908,0.8406,0.8644,0.8682,0.8732,0.8934,0.8913,0.8804,0.7684,0.9166,0.8605,0.8051,0.8069,0.8308,0.8399,0.853,0.8722,0.9483
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 384, Dropout: 0.25)",89.2796854972839,0.8098,1.2241,0.6932,0.3194,0.8346,0.8373,0.8536,0.8573,0.8554,0.6208,0.7316,0.8066,0.8485,0.8739,0.8768,0.8854,0.9029,0.9042,0.8956,0.7658,0.8683,0.8138,0.7712,0.7721,0.807,0.8123,0.7959,0.802,0.8891
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 384, Dropout: 0.5)",107.15211057663,0.8147,1.232,0.6873,0.3107,0.8309,0.8328,0.8538,0.8475,0.8506,0.6164,0.7211,0.7963,0.8466,0.8724,0.8838,0.8881,0.8972,0.9004,0.8868,0.7752,0.8804,0.8299,0.7833,0.7688,0.7906,0.8037,0.8035,0.8213,0.8904
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 512, Dropout: 0.25)",116.380256891251,0.7993,1.2158,0.6974,0.3072,0.8357,0.838,0.8562,0.8549,0.8555,0.6186,0.7336,0.8146,0.8557,0.8772,0.8775,0.8868,0.898,0.8988,0.8967,0.7668,0.8586,0.794,0.7436,0.7527,0.7861,0.8082,0.8046,0.8056,0.8729
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 512, Dropout: 0.5)",124.987303256989,0.7854,1.1878,0.7074,0.3216,0.8402,0.8424,0.8599,0.8593,0.8596,0.625,0.7414,0.8125,0.8597,0.8788,0.8808,0.8927,0.9065,0.9078,0.8966,0.7706,0.8418,0.7816,0.7446,0.7507,0.763,0.7742,0.778,0.7829,0.8663
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 768, Dropout: 0.25)",182.240978240967,0.7831,1.191,0.711,0.3075,0.8426,0.8446,0.8631,0.8588,0.8609,0.6321,0.7547,0.8189,0.8605,0.8734,0.879,0.8899,0.9098,0.9098,0.8981,0.7677,0.7909,0.7516,0.7334,0.7662,0.7927,0.7859,0.7691,0.793,0.8807
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 768, Dropout: 0.5)",168.403549909592,0.7917,1.2006,0.7015,0.3044,0.8366,0.8387,0.8573,0.8554,0.8564,0.6225,0.7381,0.8126,0.8547,0.8711,0.8721,0.8933,0.9019,0.9042,0.8954,0.7803,0.8158,0.768,0.7461,0.7624,0.7948,0.7937,0.787,0.7942,0.8747
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 1024, Dropout: 0.25)",211.804421186447,0.779,1.1854,0.7106,0.3009,0.8403,0.8431,0.8573,0.8642,0.8607,0.6178,0.7447,0.8209,0.8581,0.8802,0.8768,0.8904,0.9042,0.9077,0.9019,0.7739,0.7892,0.7599,0.74,0.7412,0.7853,0.7767,0.7775,0.7898,0.8563
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 1, Neurons per Layer: 1024, Dropout: 0.5)",242.689783573151,0.7717,1.1765,0.7146,0.3087,0.8411,0.8433,0.8605,0.8595,0.86,0.6226,0.7477,0.8216,0.8629,0.8784,0.877,0.8917,0.9062,0.9073,0.8955,0.7644,0.7973,0.7447,0.7202,0.7462,0.7669,0.7685,0.7709,0.7938,0.8445
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 64, Dropout: 0.25)",101.535051584244,0.7013,1.0645,0.7597,0.375,0.8585,0.8615,0.8716,0.8856,0.8785,0.672,0.7683,0.8401,0.8858,0.8903,0.8907,0.9038,0.9167,0.9138,0.9035,0.679,0.7634,0.6976,0.6437,0.669,0.6895,0.6966,0.6811,0.71,0.7832
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 64, Dropout: 0.5)",99.2635681629181,0.7573,1.1384,0.7329,0.3625,0.8474,0.852,0.8562,0.8872,0.8714,0.6628,0.75,0.8125,0.8648,0.8833,0.8883,0.8981,0.9098,0.9062,0.8987,0.6867,0.8134,0.7933,0.7317,0.7194,0.7355,0.7324,0.741,0.782,0.8379
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 96, Dropout: 0.25)",89.7548410892487,0.636,0.9761,0.7994,0.3917,0.8733,0.8756,0.8858,0.8955,0.8906,0.6971,0.7939,0.863,0.8876,0.8999,0.9034,0.9188,0.9269,0.9264,0.9159,0.636,0.6663,0.5981,0.5954,0.6176,0.6297,0.6082,0.6245,0.666,0.7178
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 96, Dropout: 0.5)",97.8422777652741,0.698,1.0672,0.7615,0.3787,0.8611,0.8641,0.8728,0.8902,0.8813,0.681,0.7695,0.8348,0.879,0.8909,0.9004,0.9085,0.9226,0.9176,0.9067,0.668,0.759,0.7023,0.6436,0.6588,0.6891,0.6922,0.6872,0.7078,0.7718
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 128, Dropout: 0.25)",86.7402853965759,0.6213,0.9706,0.7988,0.3964,0.877,0.8794,0.8887,0.8988,0.8937,0.7011,0.8088,0.8618,0.8981,0.9032,0.9096,0.9214,0.9313,0.9223,0.9123,0.6426,0.6471,0.5747,0.5741,0.6086,0.6161,0.5909,0.602,0.6415,0.7157
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 128, Dropout: 0.5)",111.455636501312,0.666,1.0379,0.7703,0.3849,0.868,0.8704,0.8814,0.8905,0.8859,0.6849,0.7853,0.8502,0.8864,0.8987,0.9016,0.9121,0.9285,0.921,0.9112,0.6639,0.7138,0.6344,0.611,0.6503,0.6696,0.6548,0.641,0.6789,0.7419
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 192, Dropout: 0.25)",362.318673372269,0.5503,0.8777,0.8403,0.4371,0.8921,0.8944,0.9008,0.9137,0.9072,0.7354,0.844,0.8809,0.8993,0.9167,0.9258,0.9289,0.9352,0.9352,0.9191,0.5718,0.5187,0.5125,0.5415,0.5158,0.5364,0.5409,0.5464,0.5681,0.6507
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 192, Dropout: 0.5)",273.835487365723,0.6292,0.9867,0.7937,0.3991,0.8768,0.8792,0.8889,0.8983,0.8935,0.7014,0.8075,0.8688,0.892,0.9042,0.91,0.9167,0.9332,0.9285,0.906,0.6409,0.6541,0.5833,0.584,0.62,0.6245,0.6083,0.6138,0.6495,0.7139
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 256, Dropout: 0.25)",323.844453334808,0.4148,0.7234,0.8973,0.5443,0.9241,0.9257,0.9303,0.9385,0.9344,0.8206,0.9003,0.9158,0.9322,0.9436,0.9434,0.9492,0.9552,0.946,0.9342,0.3975,0.3826,0.3858,0.3866,0.3848,0.4057,0.3974,0.4178,0.4443,0.5458
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 256, Dropout: 0.5)",256.613684654236,0.5746,0.9236,0.8142,0.4221,0.8897,0.8921,0.8988,0.9115,0.9051,0.7173,0.8407,0.8845,0.9007,0.915,0.9244,0.9281,0.9337,0.9337,0.9189,0.6207,0.5554,0.533,0.5632,0.5466,0.5434,0.5575,0.5689,0.5877,0.6693
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 384, Dropout: 0.25)",326.755789518356,0.4291,0.7292,0.894,0.5369,0.921,0.9227,0.9276,0.9359,0.9317,0.8199,0.8939,0.9097,0.9292,0.9399,0.9398,0.9464,0.9522,0.9463,0.9322,0.4256,0.3954,0.3986,0.4073,0.402,0.4188,0.4203,0.4289,0.4585,0.5358
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 384, Dropout: 0.5)",299.265295505524,0.5535,0.9046,0.828,0.4461,0.8965,0.8989,0.9045,0.9177,0.911,0.743,0.8699,0.8856,0.9098,0.9246,0.9198,0.923,0.938,0.9341,0.9169,0.5746,0.4961,0.5213,0.539,0.5194,0.5503,0.5441,0.5515,0.5818,0.6567
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 512, Dropout: 0.25)",407.239218950272,0.4131,0.7316,0.8941,0.5697,0.926,0.9276,0.9319,0.9405,0.9362,0.8326,0.8966,0.919,0.9347,0.9428,0.9408,0.9508,0.9551,0.9501,0.9377,0.4005,0.385,0.3834,0.3891,0.388,0.4057,0.3994,0.4148,0.4349,0.5303
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 512, Dropout: 0.5)",417.48272895813,0.5748,0.9339,0.8144,0.4225,0.8899,0.8922,0.8998,0.9102,0.905,0.7172,0.8556,0.8792,0.9009,0.9118,0.9214,0.9255,0.9387,0.9297,0.9188,0.6137,0.526,0.5392,0.5709,0.5468,0.5544,0.5633,0.5689,0.5886,0.6768
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 768, Dropout: 0.25)",648.462717533112,0.4247,0.7275,0.895,0.5457,0.9208,0.9223,0.9284,0.9343,0.9314,0.8193,0.8949,0.9139,0.931,0.9374,0.9389,0.945,0.951,0.9413,0.9356,0.42,0.395,0.3953,0.3998,0.3992,0.4175,0.4117,0.4223,0.4544,0.5317
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 768, Dropout: 0.5)",980.102420568466,0.433,0.7512,0.8851,0.5459,0.9226,0.9243,0.9292,0.9372,0.9332,0.817,0.9011,0.9178,0.9357,0.9392,0.94,0.943,0.9509,0.9454,0.936,0.428,0.3957,0.3929,0.4081,0.4052,0.4255,0.4192,0.4389,0.4611,0.5552
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 1024, Dropout: 0.25)",1142.82807517052,0.434,0.7323,0.8918,0.5399,0.9186,0.9204,0.9251,0.9346,0.9298,0.8093,0.893,0.9109,0.9256,0.9371,0.937,0.942,0.952,0.9427,0.9369,0.4393,0.3989,0.4035,0.4157,0.4069,0.4217,0.4264,0.4347,0.4571,0.5354
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 2, Neurons per Layer: 1024, Dropout: 0.5)",1586.24091768265,0.4564,0.7832,0.8723,0.5297,0.9187,0.9206,0.9247,0.9353,0.93,0.7993,0.8955,0.9153,0.9314,0.9373,0.938,0.9432,0.9499,0.9449,0.932,0.477,0.405,0.4241,0.4252,0.423,0.4453,0.4453,0.4607,0.487,0.5709
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 64, Dropout: 0.25)",86.623565196991,0.7196,1.0798,0.7562,0.3754,0.8546,0.8579,0.8667,0.8847,0.8756,0.6757,0.7623,0.8215,0.8665,0.8859,0.8906,0.907,0.9177,0.911,0.9079,0.6703,0.7859,0.7408,0.6801,0.6921,0.7173,0.6995,0.6898,0.7249,0.7955
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 64, Dropout: 0.5)",94.5277621746063,0.7487,1.1116,0.7426,0.3709,0.8478,0.8506,0.8631,0.8752,0.8691,0.6664,0.7487,0.8119,0.8595,0.8762,0.8898,0.904,0.9122,0.9082,0.9011,0.68,0.8204,0.7983,0.7351,0.7195,0.7237,0.7118,0.7209,0.7569,0.8204
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 96, Dropout: 0.25)",143.25187420845,0.6424,1.0014,0.7899,0.3986,0.8738,0.8758,0.8878,0.893,0.8903,0.6987,0.8039,0.8596,0.8925,0.9005,0.909,0.9167,0.9251,0.9195,0.9124,0.6401,0.6654,0.5997,0.604,0.6329,0.6342,0.6098,0.6285,0.6714,0.7377
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 96, Dropout: 0.5)",134.975531816483,0.7125,1.0672,0.7594,0.3785,0.8557,0.859,0.8672,0.8872,0.877,0.6744,0.7603,0.8261,0.8686,0.8862,0.8965,0.9113,0.9161,0.9152,0.9023,0.6708,0.7851,0.7442,0.6837,0.6795,0.6957,0.6913,0.6843,0.7149,0.7756
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 128, Dropout: 0.25)",171.857747793198,0.6058,0.9511,0.8134,0.4163,0.8821,0.8845,0.8926,0.9045,0.8985,0.7145,0.8189,0.8725,0.8937,0.9052,0.9165,0.9224,0.9326,0.9298,0.915,0.6093,0.5883,0.5695,0.5903,0.5908,0.5853,0.588,0.6042,0.623,0.7088
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 128, Dropout: 0.5)",138.104310750961,0.6594,1.0192,0.7804,0.3939,0.8695,0.8723,0.8813,0.8947,0.8879,0.6898,0.7916,0.8579,0.893,0.8954,0.8971,0.9163,0.9244,0.9212,0.9087,0.6471,0.6946,0.6326,0.6182,0.6428,0.6587,0.6319,0.6415,0.6837,0.7429
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 192, Dropout: 0.25)",686.776110172272,0.4287,0.7252,0.8952,0.5215,0.918,0.9197,0.9253,0.9328,0.929,0.8064,0.888,0.908,0.9288,0.9369,0.9386,0.9473,0.952,0.9454,0.9288,0.4209,0.3939,0.3988,0.4009,0.4016,0.4112,0.4207,0.4256,0.4634,0.5504
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 192, Dropout: 0.5)",469.121129989624,0.6458,1.0063,0.7841,0.4015,0.8739,0.8765,0.8851,0.8982,0.8916,0.7049,0.7977,0.8613,0.8904,0.8984,0.9053,0.9179,0.9269,0.9241,0.9118,0.6398,0.6773,0.6096,0.6103,0.64,0.6465,0.6211,0.6222,0.6682,0.7231
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 256, Dropout: 0.25)",316.64692735672,0.4318,0.7299,0.8945,0.5328,0.9181,0.9197,0.9256,0.9325,0.9291,0.8008,0.8894,0.9115,0.9296,0.9334,0.9391,0.9446,0.951,0.9472,0.9341,0.4272,0.3928,0.405,0.4053,0.4065,0.4138,0.4192,0.4337,0.4658,0.5491
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 256, Dropout: 0.5)",307.239048719406,0.6118,0.9704,0.8012,0.4184,0.8808,0.8831,0.8921,0.9024,0.8972,0.7197,0.8142,0.8697,0.893,0.9068,0.9122,0.9235,0.9305,0.9252,0.9132,0.6228,0.6158,0.5628,0.5891,0.6045,0.6014,0.5784,0.6037,0.6418,0.698
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 384, Dropout: 0.25)",437.428387403488,0.3756,0.6665,0.9119,0.5892,0.9323,0.9338,0.9377,0.9455,0.9416,0.8513,0.9076,0.9279,0.9403,0.9445,0.9475,0.9524,0.9597,0.9527,0.9393,0.3648,0.3441,0.346,0.3559,0.3546,0.3624,0.3633,0.3739,0.4023,0.489
"Experiment 1, SP500,100D",3,"(19475, 11, 845)",19475,"(11, 845)",10,"Full","EasyLSTM","EasyLSTM(Layers: 3, Neurons per Layer: 384, Dropout: 0.5)",294.697736024857,0.6115,0.98,0.7976,0.419,0.8821,0.8848,0.8911,0.9071,0.899,0.7157,0.8203,0.8727,0.8955,0.908,0.9142,0.923,0.9328,0.9264,0.912,0.6239,0.6037,0.5676,0.5949,0.6016,0.5964,0.5906,0.6083,0.6351,0.6923
